state,bill_id,title,status,summary,category,url,all_urls
Louisiana,H 673,Insurance,Failed - Adjourned,Relates to unfair discrimination in insurance practices.,Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2024000H673&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2024000H673&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Vermont,H 710,Artificial Intelligence Systems,Failed - Adjourned,Relates to regulating developers and deployers of certain AI systems.,Government Use; Health Use; Impact Assessment; Private Sector Use; Provenance; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H710&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H710&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Vermont,H 711,Inherently Dangerous Artificial Intelligence Systems,Failed - Adjourned,Relates to creating oversight and liability standards for developers and deployers of inherently dangerous AI systems.,Government Use; Health Use; Impact Assessment; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H711&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VT2023000H711&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Rhode Island,H 7158,Artificial Intelligence Accountability Act,Pending,Requires the Department of Administration to provide an inventory of all state agencies using AI and establishes a permanent commission to monitor the use of AI in state government and make recommendations for state government policy and other decisions; directs the commission to make recommendations regarding changes in the way state government uses AI.,Government Use; Responsible Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7158&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7158&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Rhode Island,H 7295,The Rhode Island Clean Air Preservation Act,Pending,"Creates the Rhode Island Cean Air Preservation Act; establishes regulations to prohibit stratospheric aerosol injection, solar radiation modification experimentation and other hazardous weather engineering activities which includes any deliberate polluting activity conducted by any iteration of human, machine learning, or AI.",Criminal Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7295&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7295&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Kentucky,H 734,Promotion of Family well-being,Failed - Adjourned,"Requires the eligibility periods for all public assistance programs administered by the Cabinet for Health and Family Services be extended to the maximum period of eligibility permitted under federal law; prohibits the Cabinet for Health and Family Services from relying exclusively on automated, AI based, or algorithmic software in the identification of fraud in programs administered by the cabinet.",Government Use; Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2024000H734&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2024000H734&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Virginia,H 747,Artificial Intelligence Developer Act,Pending - Carryover,"Relates to Artificial Intelligence Developer Act established; relates to civil penalty; creates operating standards for developers and deployers, as those terms are defined in the bill, relating to AI, including avoiding certain risks, protecting against discrimination, providing disclosures and conducting impact assessments and provides that the Office of the Attorney General shall enforce the provisions of the bill.",Health Use; Impact Assessment; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H747&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000H747&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Rhode Island,H 7521,Automated Decision Tools,Pending,"Requires a deployer and a developer of an automated decision tool to perform an impact assessment that includes a statement of the purpose of the automated decision tool and its intended benefits, uses and deployment contexts.",Government Use; Impact Assessment; Notification; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7521&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7521&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Rhode Island,H 7786,Regulatory Provisions on Automated Decision Tools,Pending,"Requires companies that develop or deploy high-risk AI systems to conduct impact assessments and adopt risk management programs, would apply to both developers and deployers of AI systems and would require obligations of these different types of companies based on their role in the AI ecosystem; requires deployers of high-risk AI systems to perform an impact assessment prior to deploying an AI system and annually thereafter.",Impact Assessment; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7786&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H7786&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Rhode Island,H 8058,Residential Landlord and Tenant Act,Pending,"Relates to property; relates to residential landlord and tenant act; prohibits use of algorithm or AI to set residential rental amounts and prohibits landlord price fixing of residential rents; provides that violations constitute a deceptive trade practice, and violators are subject to civil suit.",Housing; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H8058&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H8058&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Rhode Island,H 8073,Accident and Sickness Insurance Policies,Pending,"Provides that on and after the specified date, health insurance plans issued in the state will provide coverage for the use of AI technology for analysis of breast tissue diagnostic imaging, provided that the breast tissue diagnostic imaging and the review generated by AI is independently reviewed and approved of by a physician qualified to read and interpret breast tissue diagnostic imaging.",Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H8073&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:RI2023000H8073&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,H 883,Artificial Intelligence in Governmental Services Act,Failed - Adjourned,"Alters certain requirements relating to an annual evaluation of the use of emerging technologies in providing public services by the secretary of information technology; requires the evaluation to include an assessment of the use of emerging technologies to ensure public services remain efficient, effective, and responsive to state residents needs and the potential benefits and risks inherent in the deployment of AI and other emerging technologies.",Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H883&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000H883&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Georgia,H 887,General Provisions Regarding Insurance,Failed - Adjourned,"Relates to general provisions regarding insurance, so as to prohibit the use of AI in making certain decisions regarding insurance coverage; amends Article 1 of Chapter 34 of Title 43 of the Official Code of Georgia Annotated, relating to the Georgia Composite Medical Board, so as to prohibit the use of AI in making certain decisions regarding healthcare; provides for the Georgia Composite Medical Board to promulgate related rules; amends Article 1 of Chapter 4 of Title 49 of the Official Code of Georgia Annotated, relating to general provisions regarding public assistance, so as to prohibit the use of AI in making certain decisions regarding public assistance; provides for related matters; repeals conflicting laws; and for other purposes.",Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H887&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H887&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Georgia,H 890,Laws and Statutes,Failed - Adjourned,"Relates to laws and statutes, provides for protections against discrimination by AI and automated decision tools; prohibits certain defenses; provides for definitions; provides for related matters; repeals conflicting laws.",Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H890&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H890&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Louisiana,H 916,Health Care,Failed - Adjourned,Establishes procedures for the use of AI by healthcare entities.,Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2024000H916&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2024000H916&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,H 919,Artificial Intelligence Use in Political Advertising,Enacted,"Requires certain political advertisements, electioneering communications, or other miscellaneous advertisements to include a specified disclaimer; specifies requirements for the disclaimer; provides for criminal and civil penalties; authorizes any person to file certain complaints; provides for expedited hearings.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H919&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000H919&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
North Carolina,H 97,State Board of Community Colleges,Pending,"Amendments to Chapter 115d which includes expanding the career and college ready graduate program, requires the state board of community colleges to competitively solicit for a learning management system for all community colleges, provides flexibility to Fayetteville technical community college in entering a public/private partnership to construct or renovate an educational facility and makes changes to the AI school safety pilot program.",Education Use; Education/Training,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000H97&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000H97&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
North Carolina,H 986,Establishes Artificial Intelligence Hubs,Pending,Establishes AI hubs at constituent institutions of the University of North Carolina; appropriates funds for that purpose.,Appropriations; Education Use; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000H986&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000H986&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Georgia,H 988,State Technology Authority and Unmanned Aircraft,Failed - Adjourned,Provides for the development of a list of approved unmanned aircraft systems by the Board of Homeland Security; prohibits the operation of unmanned aircraft systems other than those on the list; prohibits the purchase or expenditure of public funds for the contractual use of unlisted unmanned aircraft systems; exempts records relating to the development of an approved unmanned aircraft system list from the Open Records Act; provides for an annual inventory of AI usage by state agencies.,Government Use; Impact Assessment; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H988&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:GA2023000H988&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Kentucky,HCR 38,Artificial Intelligence Task Force,Failed - Adjourned,Directs the Legislative Research Commission to establish the Artificial Intelligence Task Force to study the impact of AI on operation and procurement policies of state government agencies and consumer protection needed in private and public sectors; provides recommendations on AI systems that would enhance state government operations and legislative initiatives needed to provide consumer protection in the private and public sectors.,Government Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2024000HCR38&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:KY2024000HCR38&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Hawaii,HCR 65,Law Enforcement Artificial Intelligence Training,Failed - Adjourned,Urges the leadership of the Department of Law Enforcement to periodically undergo training on crimes relating to AI technology.,Criminal Use; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000HCR65&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000HCR65&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Louisiana,HCR 66,Legislative Committees,Adopted,Provides for a joint legislative committee to study regulations regarding AI.,Education Use; Government Use; Judicial Use; Responsible Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2024000HCR66&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:LA2024000HCR66&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Hawaii,HCR 71,Health Care Language Assistance Services,Adopted,Requests the Department of Health to convene a stakeholder working group to make recommendations to enhance meaningful access to health care in the state through the provision of language assistance services.,Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000HCR71&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000HCR71&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Washington,HJM 4005,Blueprint for an AI Bill of Rights,Failed - Adjourned,Affirms specified state commitment to the Blueprint for an AI Bill of Rights.,Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000HJM4005&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000HJM4005&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,HJR 4,Safe Artificial Intelligence Act,Failed - Adjourned,"Affirms the state General Assembly’s commitment to aligning with President Joseph Biden's vision for the safe and responsible use of AI, as delineated in the Blueprint for an Artificial Intelligence Bill of Rights.",Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000HJR4&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000HJR4&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Puerto Rico,HR 1097,Public Safety and Science and Technology,Adopted,"Requires the Public Safety, Science and Technology Commission of the House of Representatives of the Commonwealth of Puerto Rico to investigate the implications of the use of AI technologies with respect to security, human rights and civil liberties, privacy, health, ethics, economy, education, manufacturing, agriculture, energy, environment, consumption and any other aspect AI technologies may have in people's daily lives.",Education Use; Health Use; Government Use; Private Sector Use; Responsible Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PR2021000HR1097&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PR2021000HR1097&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Pennsylvania,HR 170,Artificial Intelligence,Adopted,Directs the Joint State Government Commission to establish an advisory committee to conduct a study on the field of AI and its impact and potential future impact.,Government Use; Private Sector Use; Responsible Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000HR170&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000HR170&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
West Virginia,HR 3,Artificial Intelligence Select Committee,Adopted,Creates a Select Committee on Artificial Intelligence.,Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2024000HR3&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2024000HR3&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Hawaii,HR 48,Law Enforcement Artificial Intelligence Training,Failed - Adjourned,Urges the leadership of the Department of Law Enforcement to periodically undergo training on crimes relating to AI technology.,Criminal Use; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000HR48&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:HI2023000HR48&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Pennsylvania,HR 496,Congress,Pending,Urges the U.S. Congress to protect creative workers against displacement by AI technology.,Effect on Labor/Employment,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000HR496&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000HR496&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Nebraska,L 1203,Nebraska Political Accountability and Disclosure Act,Failed - Adjourned,Regulates AI in media and political advertisement under the Nebraska Political Accountability and Disclosure Act.,Elections; Provenance,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000L1203&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000L1203&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Nebraska,L 1253,Dyslexia Research Grant Program,Failed - Adjourned,Creates the Dyslexia Research Grant Program to research artificial-intelligence-based writing assistance that can be used to assist individuals with dyslexia.,Education Use; Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000L1253&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000L1253&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Nebraska,L 1284,Teacher Incentive Programs,Enacted,Develops a pilot program to make menstrual products available to schools as prescribed; creates the Dyslexia Research Grant Program to research artificial-intelligence-based writing assistance that can be used to assist individuals with dyslexia; makes changes to the Psychology Practice Act and the Nebraska Teacher Recruitment and Retention Act; changes provisions relating to the eligible uses of the Education Future Fund; terminates loan repayment assistance and provide grants to teachers under the Teach in Nebraska Today Act.,Education Use; Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000L1284&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000L1284&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Indiana,LCR 1,Interim Study Topics,Failed - Adjourned,"Assigns study topics to committees, including the Artificial Intelligence Task Force.",Government Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IN2024000LCR1&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:IN2024000LCR1&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Nebraska,LR 362,Interim Study,Failed - Adjourned,Allows for an interim study to examine the dangers posed by AI for elections.,Elections; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000LR362&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000LR362&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Nebraska,LR 412,Interim Study,Failed - Adjourned,Allows for an interim study to examine changes to state law regarding the use of AI in political campaigns.,Elections; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000LR412&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000LR412&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Nebraska,LR 430,Interim Study,Failed - Adjourned,Allows for an interim study to examine the impact of AI on Nebraska's private and public sectors; includes the technology and insurance sectors.,Government Use; Private Sector Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000LR430&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NE2023000LR430&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Wyoming,S 1,General Government Appropriations,Failed - Adjourned,Makes appropriations for the fiscal biennium; provides definitions; provides for appropriations and transfers of funds for the period of the budget and for the remainder of the current biennium as specified. Funding is appropriated to the University of Wyoming to build AI expertise.,Appropriations; Education Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WY2024000S1&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WY2024000S1&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Wisconsin,S 1010,Use of Artificial Intelligence by State Agencies,Failed,Concerns use of AI by state agencies and staff reduction goals.,Effect on Labor/Employment; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000S1010&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000S1010&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Pennsylvania,S 1044,Unfair Trade Practices,Pending,"Amends the act known as the Unfair Trade Practices and Consumer Protection Law; provides for definitions and for unlawful acts or practices and exclusions, includes knowingly or recklessly creating, distributing or publishing any content generated by AI without clear and conspicuous disclosure, including written text, images, audio and video content and other forms of media.",Notification; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000S1044&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000S1044&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
California,S 1047,Safe and Secure Innovation,To governor,"Enacts the Safe and Secure Innovation for Frontier Artificial Intelligence Models Act to, among other things, require that a developer, before beginning to initially train a covered model, comply with various requirements, including implementing the capability to promptly enact a full shutdown and implement a written and separate safety and security protocol. Requires a developer of a covered model to submit to the attorney general a statement of compliance with these provisions.",Oversight/Governance; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S1047&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S1047&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,S 1068,Evaluation and Development of a 3-1-1 Portal,Enacted,States the intent of the General Assembly that the Department of Information Technology evaluate the feasibility of creating a 3-1-1 portal utilizing AI and that the Department prioritize the creation of the portal if feasible.,Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000S1068&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000S1068&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
California,S 107,Budget Act of 2024,Pending,Makes appropriations for the support of state government for the specified fiscal year. Requires the Government Operations Agency to establish monthly generative AI meetings to implement Executive Order N-12-23. Requirements for departments participating in GenAI pilot projects.,Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S107&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S107&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
